customer_id,age,gender,city,acquisition_channel,subscription_plan,payment_method,signup_date,tenure_months,orders_count,monthly_spend,discount_usage_rate,support_tickets,satisfaction_score,last_order_date,churn,recency_days,orders_per_month,support_tickets_per_month
128641,32.0,Male,Ahmedabad,Social Media,Basic,Credit Card,2024-08-18,16,2,1207.58,0.413,2,4,2025-09-08,1,113,0.125,0.125
113365,29.0,Female,Delhi,Paid Ads,Basic,UPI,2023-09-09,28,2,1164.74,0.388,0,5,2025-09-07,0,114,0.07142857142857142,0.0
107738,36.0,Female,Hyderabad,Organic,Standard,Credit Card,2022-12-20,36,1,1717.48,0.396,0,5,2025-10-25,0,66,0.027777777777777776,0.0
157851,41.0,Female,Bangalore,Referral,Standard,Net Banking,2022-09-25,39,6,14866.61,0.431,1,5,2025-12-09,0,21,0.15384615384615385,0.02564102564102564
165788,41.0,Female,Bangalore,Organic,Basic,UPI,2022-07-22,41,4,2146.45,0.619,0,4,2025-11-14,0,46,0.0975609756097561,0.0
173348,52.0,Male,Bangalore,Organic,Standard,UPI,2024-05-02,20,1,1178.2,0.583,3,2,2025-12-02,0,28,0.05,0.15
185131,61.0,Male,Ahmedabad,Paid Ads,Basic,UPI,2023-10-22,26,1,1620.1,0.469,1,5,2025-09-22,0,99,0.038461538461538464,0.038461538461538464
140629,25.0,Female,Chennai,Organic,Basic,Wallet,2023-07-21,29,4,3169.13,0.791,1,4,2025-10-25,0,66,0.13793103448275862,0.034482758620689655
146566,40.0,Female,Kolkata,Paid Ads,Basic,UPI,2024-03-12,21,1,1309.72,0.869,1,5,2025-11-24,0,36,0.047619047619047616,0.047619047619047616
133787,60.0,Male,Bangalore,Organic,Standard,UPI,2024-10-20,14,1,2405.91,0.454,4,2,2025-09-17,1,104,0.07142857142857142,0.2857142857142857
121398,32.0,Female,Pune,Referral,Standard,Net Banking,2021-01-02,60,6,7156.16,0.598,0,5,2025-10-30,0,61,0.1,0.0
130919,55.0,Male,Kolkata,Referral,Basic,UPI,2023-07-23,29,5,10185.17,0.774,1,4,2025-07-13,1,170,0.1724137931034483,0.034482758620689655
197902,64.0,Male,Hyderabad,Social Media,Basic,Credit Card,2022-07-18,42,3,3015.36,0.458,1,5,2025-09-16,1,105,0.07142857142857142,0.023809523809523808
155980,49.0,Female,Kolkata,Referral,Standard,Debit Card,2023-04-16,33,5,5836.63,0.68,3,5,2025-06-21,0,192,0.15151515151515152,0.09090909090909091
124116,57.0,Male,Chennai,Social Media,Standard,Wallet,2025-05-16,7,1,1567.58,0.548,0,5,2025-10-08,0,83,0.14285714285714285,0.0
156253,34.0,Female,Hyderabad,Organic,Standard,UPI,2024-02-06,23,4,2493.28,0.313,4,4,2025-09-21,0,100,0.17391304347826086,0.17391304347826086
197573,55.0,Male,Pune,Organic,Standard,Debit Card,2022-10-10,39,3,3732.39,0.677,3,4,2025-11-15,1,45,0.07692307692307693,0.07692307692307693
158979,37.0,Female,Chennai,Organic,Premium,Credit Card,2022-01-21,48,6,8106.32,0.313,2,4,2025-12-16,0,14,0.125,0.041666666666666664
174611,42.0,Male,Pune,Organic,Basic,UPI,2021-06-21,55,4,2406.68,0.962,0,4,2025-08-04,0,148,0.07272727272727272,0.0
109549,31.0,Male,Pune,Organic,Basic,Wallet,2021-02-15,59,3,2170.98,0.569,1,4,2025-09-07,0,114,0.05084745762711865,0.01694915254237288
149853,42.0,Female,Kolkata,Organic,Basic,Debit Card,2024-09-22,15,1,1381.88,0.884,0,5,2025-08-19,1,133,0.06666666666666667,0.0
195576,51.0,Female,Pune,Organic,Basic,Credit Card,2025-05-05,8,2,2517.33,0.721,2,3,2025-08-24,0,128,0.25,0.25
179937,45.0,Other,Pune,Paid Ads,Standard,UPI,2024-02-18,22,2,3523.36,0.747,2,4,2025-12-19,1,11,0.09090909090909091,0.09090909090909091
115544,48.0,Male,Bangalore,Organic,Standard,Wallet,2022-11-04,38,4,3160.06,0.4,1,5,2025-07-03,0,180,0.10526315789473684,0.02631578947368421
167038,47.0,Male,Bangalore,Paid Ads,Basic,Credit Card,2022-02-27,46,2,1013.05,0.582,1,5,2025-07-26,0,157,0.043478260869565216,0.021739130434782608
106905,31.0,Male,Bangalore,Paid Ads,Premium,Net Banking,2022-03-04,46,4,7836.82,0.072,2,4,2025-08-03,0,149,0.08695652173913043,0.043478260869565216
156538,37.0,Male,Ahmedabad,Paid Ads,Basic,Credit Card,2021-11-01,50,6,6489.24,0.969,0,5,2025-08-31,0,121,0.12,0.0
103320,52.0,Female,Mumbai,Paid Ads,Standard,Credit Card,2023-12-05,25,3,2821.35,0.427,0,5,2025-07-23,0,160,0.12,0.0
149330,55.0,Male,Kolkata,Email Campaign,Standard,Credit Card,2024-09-03,16,1,1506.4,0.857,2,3,2025-10-01,1,90,0.0625,0.125
115426,32.0,Female,Hyderabad,Referral,Premium,UPI,2025-01-21,11,3,4806.96,0.425,1,4,2025-08-05,0,147,0.2727272727272727,0.09090909090909091
161027,47.0,Female,Pune,Organic,Premium,Credit Card,2023-05-27,31,4,3748.44,0.193,2,4,2025-12-25,0,5,0.12903225806451613,0.06451612903225806
188391,67.0,Male,Kolkata,Paid Ads,Standard,Debit Card,2023-06-06,31,3,1707.07,0.704,1,4,2025-07-08,1,175,0.0967741935483871,0.03225806451612903
163851,45.0,Male,Chennai,Referral,Standard,Debit Card,2020-12-30,60,3,2059.12,0.556,0,5,2025-09-18,0,103,0.05,0.0
139661,73.0,Female,Delhi,Email Campaign,Basic,Credit Card,2024-09-21,15,4,2673.215,0.419,1,4,2025-05-26,1,218,0.26666666666666666,0.06666666666666667
199502,27.0,Male,Ahmedabad,Organic,Standard,Credit Card,2021-11-28,49,6,9843.09,0.782,0,4,2025-07-10,0,173,0.12244897959183673,0.0
133427,55.0,Female,Mumbai,Referral,Premium,Credit Card,2022-11-25,37,6,6979.95,0.223,1,4,2025-12-12,0,18,0.16216216216216217,0.02702702702702703
148497,61.0,Female,Hyderabad,Email Campaign,Standard,UPI,2024-01-04,24,3,3887.97,0.667,0,4,2025-11-11,0,49,0.125,0.0
104294,59.0,Female,Bangalore,Social Media,Standard,Debit Card,2022-03-02,46,4,11488.43,0.128,1,5,2025-04-08,0,266,0.08695652173913043,0.021739130434782608
175179,40.0,Female,Ahmedabad,Referral,Standard,Credit Card,2024-08-12,16,1,593.32,0.588,1,5,2025-09-20,0,101,0.0625,0.0625
116535,62.0,Female,Mumbai,Referral,Basic,Credit Card,2024-01-15,23,3,2488.37,0.583,1,4,2025-08-05,1,147,0.13043478260869565,0.043478260869565216
137246,39.0,Female,Chennai,Paid Ads,Standard,UPI,2025-07-26,5,1,1331.83,0.677,1,4,2025-09-08,1,113,0.2,0.2
147659,48.0,Female,Hyderabad,Organic,Basic,UPI,2024-09-26,15,1,696.75,0.511,0,5,2025-08-21,0,131,0.06666666666666667,0.0
102788,41.0,Male,Pune,Email Campaign,Standard,Debit Card,2021-11-17,50,3,4738.79,0.519,0,5,2025-11-08,0,52,0.06,0.0
191435,37.0,Female,Ahmedabad,Email Campaign,Basic,UPI,2021-01-14,60,7,5293.58,0.938,0,5,2025-07-07,0,176,0.11666666666666667,0.0
112828,38.0,Male,Mumbai,Organic,Basic,UPI,2021-09-19,52,6,3831.9,0.785,0,5,2025-09-05,0,116,0.11538461538461539,0.0
151473,60.0,Male,Hyderabad,Social Media,Standard,Net Banking,2023-07-02,30,3,2838.2,0.3,3,4,2025-07-25,0,158,0.1,0.1
105563,48.0,Female,Pune,Paid Ads,Premium,UPI,2023-12-01,25,3,4600.35,0.083,0,4,2025-09-27,0,94,0.12,0.0
169139,35.0,Female,Delhi,Social Media,Standard,Net Banking,2024-05-09,20,2,1767.82,0.339,1,4,2025-12-03,1,27,0.1,0.05
168291,42.0,Female,Mumbai,Social Media,Standard,UPI,2024-09-09,15,4,7523.55,0.665,0,4,2025-11-12,0,48,0.26666666666666666,0.0
166150,47.0,Male,Mumbai,Email Campaign,Standard,Credit Card,2022-09-05,40,3,5927.59,0.512,3,4,2025-11-11,0,49,0.075,0.075
174836,40.0,Male,Mumbai,Referral,Basic,Credit Card,2021-01-03,60,6,3834.72,0.648,3,4,2025-04-21,0,253,0.1,0.05
193435,45.0,Male,Bangalore,Social Media,Basic,UPI,2025-05-19,7,1,1650.93,0.663,2,3,2025-09-30,1,91,0.14285714285714285,0.2857142857142857
197409,47.0,Male,Mumbai,Referral,Basic,Credit Card,2024-09-28,15,1,289.51,0.535,2,4,2025-08-24,1,128,0.06666666666666667,0.13333333333333333
189629,28.0,Male,Chennai,Paid Ads,Premium,UPI,2023-09-02,28,4,3508.79,0.285,1,5,2025-03-10,1,295,0.14285714285714285,0.03571428571428571
154494,48.0,Female,Hyderabad,Paid Ads,Basic,Debit Card,2024-08-25,16,1,1661.82,0.891,1,3,2025-11-18,1,42,0.0625,0.0625
142568,45.0,Female,Pune,Organic,Standard,Wallet,2022-12-14,37,3,3171.51,0.338,2,4,2025-12-10,0,20,0.08108108108108109,0.05405405405405406
157417,55.0,Male,Bangalore,Email Campaign,Basic,UPI,2022-03-10,46,3,2754.53,0.402,2,4,2025-09-30,0,91,0.06521739130434782,0.043478260869565216
133632,35.0,Male,Delhi,Paid Ads,Standard,UPI,2025-04-06,8,1,1599.32,0.817,0,5,2025-08-20,0,132,0.125,0.0
149420,38.0,Male,Delhi,Referral,Premium,Credit Card,2023-06-22,30,2,4891.7,0.217,1,4,2025-11-09,0,51,0.06666666666666667,0.03333333333333333
101431,38.0,Female,Hyderabad,Referral,Basic,Credit Card,2023-09-22,27,1,851.76,0.747,1,4,2025-10-18,1,73,0.037037037037037035,0.037037037037037035
170469,42.0,Male,Bangalore,Social Media,Standard,Credit Card,2021-07-29,53,6,12784.18,0.52,2,4,2025-12-11,0,19,0.11320754716981132,0.03773584905660377
114431,53.0,Female,Bangalore,Email Campaign,Standard,Credit Card,2024-07-25,17,2,1190.08,0.609,2,3,2025-10-16,0,75,0.11764705882352941,0.11764705882352941
194488,51.0,Male,Pune,Paid Ads,Standard,UPI,2020-12-30,60,3,1661.34,0.539,1,4,2025-09-27,0,94,0.05,0.016666666666666666
141125,18.0,Female,Mumbai,Organic,Standard,UPI,2023-12-09,25,2,3160.88,0.501,2,5,2025-10-04,0,87,0.08,0.08
113548,37.0,Female,Kolkata,Paid Ads,Basic,UPI,2021-10-29,50,4,2043.61,0.396,1,5,2025-03-06,1,299,0.08,0.02
191365,32.0,Female,Delhi,Social Media,Basic,Credit Card,2021-11-08,50,4,4027.31,0.668,1,5,2025-12-02,0,28,0.08,0.02
130040,63.0,Female,Mumbai,Referral,Basic,Wallet,2023-03-27,33,3,1818.98,0.664,3,3,2025-12-06,0,24,0.09090909090909091,0.09090909090909091
169939,43.0,Female,Bangalore,Organic,Premium,Debit Card,2024-05-04,20,5,13086.14,0.135,1,4,2025-09-13,0,108,0.25,0.05
188058,46.0,Male,Hyderabad,Referral,Basic,Debit Card,2024-11-11,13,3,3115.28,0.635,3,4,2025-11-14,0,46,0.23076923076923078,0.23076923076923078
133178,37.0,Male,Bangalore,Social Media,Basic,Net Banking,2024-09-14,15,2,4896.06,0.608,1,4,2025-11-08,1,52,0.13333333333333333,0.06666666666666667
105155,51.0,Female,Chennai,Social Media,Standard,Credit Card,2023-07-23,29,2,2887.86,0.672,1,4,2025-10-10,0,81,0.06896551724137931,0.034482758620689655
196768,55.0,Female,Ahmedabad,Email Campaign,Basic,UPI,2025-05-25,7,1,612.82,0.551,1,4,2025-06-03,1,210,0.14285714285714285,0.14285714285714285
184367,43.0,Female,Pune,Organic,Basic,Credit Card,2023-12-04,25,2,1010.16,0.518,2,4,2025-04-23,1,251,0.08,0.08
177645,36.0,Female,Delhi,Email Campaign,Basic,UPI,2024-05-25,19,2,2332.17,0.579,1,4,2025-10-17,0,74,0.10526315789473684,0.05263157894736842
147870,27.0,Female,Bangalore,Referral,Standard,UPI,2023-12-26,24,2,1460.31,0.328,3,4,2025-11-04,0,56,0.08333333333333333,0.125
108691,30.0,Female,Chennai,Paid Ads,Standard,Net Banking,2022-06-20,43,8,10245.65,0.65,0,5,2025-08-11,0,141,0.18604651162790697,0.0
162926,34.0,Male,Pune,Organic,Basic,Credit Card,2023-04-13,33,4,5601.56,0.595,1,3,2025-07-21,0,162,0.12121212121212122,0.030303030303030304
157470,61.0,Male,Ahmedabad,Paid Ads,Basic,Debit Card,2021-01-09,60,5,4937.28,0.848,3,4,2025-04-16,1,258,0.08333333333333333,0.05
179963,36.0,Male,Hyderabad,Social Media,Basic,Credit Card,2025-06-25,6,3,5192.18,0.727,1,5,2025-09-15,1,106,0.5,0.16666666666666666
121261,56.0,Male,Delhi,Referral,Standard,Wallet,2025-08-24,4,1,545.21,0.565,1,4,2025-11-30,0,30,0.25,0.25
166623,43.0,Male,Kolkata,Paid Ads,Standard,UPI,2023-04-07,33,6,3557.19,0.492,2,4,2025-07-15,1,168,0.18181818181818182,0.06060606060606061
177894,32.0,Female,Delhi,Organic,Basic,Net Banking,2023-04-02,33,1,656.43,0.568,1,5,2025-05-30,1,214,0.030303030303030304,0.030303030303030304
120822,45.0,Male,Bangalore,Paid Ads,Basic,Credit Card,2024-05-17,19,1,1457.79,0.617,1,4,2025-02-06,1,327,0.05263157894736842,0.05263157894736842
113155,52.0,Male,Delhi,Social Media,Basic,UPI,2024-10-04,15,1,866.0,0.602,0,4,2025-03-30,1,275,0.06666666666666667,0.0
122286,38.0,Female,Mumbai,Paid Ads,Premium,UPI,2022-08-21,40,2,4976.9,0.255,2,3,2025-11-24,0,36,0.05,0.05
123193,55.0,Female,Chennai,Organic,Basic,Debit Card,2021-10-24,50,2,2132.88,0.552,1,5,2025-04-21,1,253,0.04,0.02
181506,18.0,Male,Delhi,Organic,Basic,UPI,2022-12-29,36,1,336.67,0.6,1,4,2025-09-18,0,103,0.027777777777777776,0.027777777777777776
147181,52.0,Male,Hyderabad,Paid Ads,Basic,Debit Card,2024-11-08,13,1,414.95,0.369,0,5,2025-10-08,0,83,0.07692307692307693,0.0
160010,56.0,Female,Chennai,Referral,Standard,UPI,2020-12-31,60,8,6858.7,0.533,0,5,2025-11-04,0,56,0.13333333333333333,0.0
197523,47.0,Male,Delhi,Social Media,Basic,UPI,2024-01-27,23,2,3193.49,0.555,1,4,2025-11-13,0,47,0.08695652173913043,0.043478260869565216
140166,59.0,Male,Ahmedabad,Organic,Standard,Wallet,2025-11-01,2,1,3301.18,0.271,2,4,2025-11-27,0,33,0.5,1.0
112433,53.0,Female,Pune,Social Media,Basic,UPI,2024-06-01,19,2,1024.39,0.429,2,5,2025-06-06,1,207,0.10526315789473684,0.10526315789473684
195948,23.0,Other,Chennai,Organic,Standard,Credit Card,2024-03-04,22,1,1855.91,0.545,1,4,2025-12-30,0,0,0.045454545454545456,0.045454545454545456
130819,28.0,Female,Bangalore,Organic,Premium,UPI,2025-01-02,12,2,7231.87,0.297,0,5,2025-11-08,0,52,0.16666666666666666,0.0
199849,22.0,Female,Mumbai,Paid Ads,Standard,UPI,2025-03-19,9,2,1600.25,0.577,0,4,2025-05-15,1,229,0.2222222222222222,0.0
182889,55.0,Female,Kolkata,Organic,Basic,Wallet,2025-01-17,11,1,454.2,0.88,1,4,2025-08-10,0,142,0.09090909090909091,0.09090909090909091
143250,46.0,Male,Delhi,Social Media,Basic,UPI,2024-01-07,24,3,2087.39,0.754,1,4,2025-06-19,0,194,0.125,0.041666666666666664
156591,49.0,Female,Delhi,Referral,Standard,Debit Card,2024-02-28,22,3,1356.86,0.436,1,5,2025-03-05,1,300,0.13636363636363635,0.045454545454545456
135463,43.0,Male,Kolkata,Social Media,Standard,Credit Card,2025-06-28,6,5,11413.3,0.482,0,5,2025-06-28,0,185,0.8333333333333334,0.0
119697,34.0,Female,Ahmedabad,Referral,Standard,Credit Card,2021-01-19,60,6,4500.0,0.555,2,4,2025-09-07,0,114,0.1,0.03333333333333333
162374,40.0,Female,Chennai,Email Campaign,Standard,UPI,2023-01-19,35,2,2148.38,0.535,1,4,2025-12-30,0,0,0.05714285714285714,0.02857142857142857
155084,35.0,Female,Hyderabad,Social Media,Basic,UPI,2023-06-05,31,2,5302.29,0.503,2,3,2025-12-30,0,0,0.06451612903225806,0.06451612903225806
142721,29.0,Male,Ahmedabad,Organic,Standard,Net Banking,2023-03-23,33,2,1674.28,0.662,1,4,2025-12-25,0,5,0.06060606060606061,0.030303030303030304
106822,29.0,Female,Pune,Social Media,Standard,Debit Card,2023-07-30,29,6,8191.56,0.657,0,5,2025-11-03,0,57,0.20689655172413793,0.0
178705,32.0,Male,Hyderabad,Referral,Basic,Credit Card,2022-08-09,41,3,1779.07,0.558,0,5,2025-09-26,0,95,0.07317073170731707,0.0
175466,32.0,Male,Hyderabad,Organic,Basic,Debit Card,2025-05-26,7,1,465.38,0.436,3,2,2025-10-02,0,89,0.14285714285714285,0.42857142857142855
144183,56.0,Female,Bangalore,Paid Ads,Standard,Credit Card,2023-11-26,25,2,2712.97,0.587,2,4,2025-03-26,1,279,0.08,0.08
126517,57.0,Male,Bangalore,Email Campaign,Standard,Credit Card,2024-06-23,18,3,2061.56,0.304,2,4,2025-10-23,0,68,0.16666666666666666,0.1111111111111111
100586,68.0,Male,Hyderabad,Social Media,Standard,UPI,2024-04-01,21,1,1526.56,0.727,1,5,2025-08-23,1,129,0.047619047619047616,0.047619047619047616
105767,36.0,Female,Kolkata,Paid Ads,Basic,UPI,2022-11-04,38,1,676.34,0.719,0,5,2025-11-13,0,47,0.02631578947368421,0.0
182624,42.0,Male,Kolkata,Email Campaign,Basic,Credit Card,2022-07-23,41,2,1385.76,0.468,1,5,2025-10-19,0,72,0.04878048780487805,0.024390243902439025
136795,42.0,Male,Ahmedabad,Organic,Standard,UPI,2022-07-13,42,1,795.57,0.53,0,5,2025-11-14,0,46,0.023809523809523808,0.0
140647,18.0,Male,Bangalore,Referral,Premium,Credit Card,2023-08-03,29,1,952.42,0.369,0,4,2025-10-26,0,65,0.034482758620689655,0.0
104149,40.0,Female,Hyderabad,Organic,Premium,Credit Card,2023-11-08,26,5,9824.78,0.091,1,5,2025-12-23,0,7,0.19230769230769232,0.038461538461538464
155521,52.0,Female,Hyderabad,Paid Ads,Premium,UPI,2023-02-15,35,5,10328.65,0.102,1,5,2025-09-23,0,98,0.14285714285714285,0.02857142857142857
133113,26.0,Male,Mumbai,Referral,Basic,Credit Card,2024-09-25,15,2,1270.07,0.404,0,4,2025-08-27,0,125,0.13333333333333333,0.0
131007,39.0,Female,Bangalore,Referral,Premium,Debit Card,2022-06-06,43,6,11797.41,0.247,2,5,2025-06-27,1,186,0.13953488372093023,0.046511627906976744
137798,30.0,Male,Mumbai,Referral,Premium,UPI,2025-05-04,8,3,11210.33,0.349,2,4,2025-08-29,0,123,0.375,0.25
103394,28.0,Male,Bangalore,Referral,Basic,UPI,2022-05-13,44,2,770.82,0.604,1,4,2025-08-21,0,131,0.045454545454545456,0.022727272727272728
161765,51.0,Male,Kolkata,Referral,Standard,UPI,2024-01-14,23,3,2585.58,0.395,2,4,2025-08-30,0,122,0.13043478260869565,0.08695652173913043
193091,38.0,Male,Chennai,Social Media,Standard,Debit Card,2023-10-03,27,3,3876.62,0.264,0,5,2025-10-05,0,86,0.1111111111111111,0.0
114442,56.0,Male,Chennai,Email Campaign,Standard,Credit Card,2025-02-16,10,2,4127.73,0.407,1,3,2025-05-10,1,234,0.2,0.1
110677,43.0,Male,Pune,Organic,Basic,UPI,2024-02-04,23,1,492.23,0.718,0,5,2025-11-08,0,52,0.043478260869565216,0.0
183875,39.0,Male,Bangalore,Organic,Standard,UPI,2025-04-16,8,1,1116.14,0.42,0,4,2025-11-09,0,51,0.125,0.0
145081,55.0,Other,Chennai,Referral,Basic,UPI,2021-07-27,53,2,3398.92,0.634,2,4,2025-10-10,0,81,0.03773584905660377,0.03773584905660377
102798,39.0,Male,Delhi,Organic,Basic,UPI,2024-11-20,13,2,2458.9,0.758,1,5,2025-03-25,0,280,0.15384615384615385,0.07692307692307693
197203,47.0,Male,Mumbai,Social Media,Basic,UPI,2022-11-04,38,4,2070.12,0.601,2,5,2025-07-16,0,167,0.10526315789473684,0.05263157894736842
126385,48.0,Male,Chennai,Paid Ads,Standard,Credit Card,2024-08-30,16,3,4593.55,0.585,1,4,2025-12-26,0,4,0.1875,0.0625
140334,32.0,Male,Pune,Email Campaign,Basic,UPI,2024-07-26,17,1,673.53,0.652,0,5,2025-10-12,0,79,0.058823529411764705,0.0
147933,39.0,Female,Bangalore,Organic,Basic,Credit Card,2022-11-04,38,5,1713.03,0.368,0,5,2025-06-14,1,199,0.13157894736842105,0.0
117191,52.0,Male,Chennai,Organic,Basic,Credit Card,2022-02-03,47,2,2335.76,0.33,0,4,2025-10-05,0,86,0.0425531914893617,0.0
180737,28.0,Male,Delhi,Organic,Standard,UPI,2024-01-22,23,4,3191.52,0.908,1,5,2025-08-09,0,143,0.17391304347826086,0.043478260869565216
128956,42.0,Male,Hyderabad,Social Media,Standard,Net Banking,2024-06-26,18,1,1620.58,0.377,1,5,2025-08-24,1,128,0.05555555555555555,0.05555555555555555
188363,68.0,Male,Bangalore,Social Media,Premium,Credit Card,2022-11-21,37,9,14515.88,0.306,3,5,2025-07-11,0,172,0.24324324324324326,0.08108108108108109
103657,39.0,Female,Pune,Organic,Basic,Debit Card,2021-08-20,53,4,5413.52,0.783,3,3,2025-11-16,0,44,0.07547169811320754,0.05660377358490566
185624,40.0,Female,Chennai,Organic,Premium,Debit Card,2021-10-31,50,5,7827.89,0.143,0,5,2025-08-24,0,128,0.1,0.0
198922,30.0,Male,Bangalore,Social Media,Standard,Credit Card,2023-04-27,32,4,8809.87,0.708,1,4,2025-05-28,1,216,0.125,0.03125
178809,18.0,Female,Chennai,Paid Ads,Premium,UPI,2021-01-05,60,4,7822.06,0.365,0,5,2025-07-20,0,163,0.06666666666666667,0.0
112257,35.0,Female,Chennai,Paid Ads,Basic,Credit Card,2024-01-10,24,2,978.02,0.678,1,4,2025-10-20,0,71,0.08333333333333333,0.041666666666666664
136695,30.0,Male,Ahmedabad,Paid Ads,Standard,Debit Card,2022-10-10,39,1,590.18,0.668,2,4,2025-12-06,0,24,0.02564102564102564,0.05128205128205128
142732,41.0,Male,Chennai,Paid Ads,Basic,Wallet,2024-02-27,22,3,1790.82,0.835,0,4,2025-04-25,1,249,0.13636363636363635,0.0
119316,61.0,Female,Delhi,Organic,Basic,UPI,2024-02-11,22,3,2528.62,0.772,1,5,2025-09-18,0,103,0.13636363636363635,0.045454545454545456
106932,53.0,Male,Kolkata,Organic,Basic,UPI,2024-03-09,22,1,498.07,0.526,2,3,2025-03-16,1,289,0.045454545454545456,0.09090909090909091
163133,32.0,Male,Mumbai,Organic,Premium,Credit Card,2024-05-09,20,3,11623.05,0.408,2,4,2025-12-16,0,14,0.15,0.1
139376,35.0,Male,Pune,Referral,Standard,Wallet,2024-09-28,15,5,7724.91,0.576,1,4,2025-10-17,0,74,0.3333333333333333,0.06666666666666667
141119,35.0,Male,Kolkata,Email Campaign,Basic,Debit Card,2023-04-14,33,1,346.12,0.831,5,1,2025-11-06,1,54,0.030303030303030304,0.15151515151515152
